Hanji,TL
袂當再生資源,bē-tàng tsài-sing tsu-guân
無完全變態,bô-uân-tsuân piàn-thài
不良導體,put-liông tō-thé
導體,tō-thé
中央氣象局,Tiong-iong Khì-siōng-kio̍k
中性水溶液,tiong-sìng tsuí-iông-i̍k
水溶液,tsuí-iông-i̍k
中游,tiong-iû
互生,hōo-sing
五車二,gōo-tshia-jī
內溫動物,luē-un tōng-bu̍t
內溫動物,lāi-un tōng-bu̍t
分貝計,hun-puè-kè
反光鏡,huán-kong kiànn
倒照,tò-tsiò
反經石,huán-king-tsio̍h
天津四,thian-tin-sù
天氣現象,thinn-khì hiān-siōng
天氣預報,thinn-khì ī-pò
天氣預報,thinn-khì ū-pò
天氣圖,thinn-khì-tôo
天狼星,Thian-lông-tshenn
天狼星,Thian-lông-tshinn
賊仔星,Tsha̍t-á-tshenn
賊仔星,Tsha̍t-á-tshinn
天然氣,thian-jiân-khì
天然氣,thian-liân-khì
天琴座,Thian-khîm-tsō
天敵,thian-ti̍k
天蠍座,Thian-giat-tsō
天鷹座,Thinn-ing-tsō
日頭光電發電廠,ji̍t-thâu-kng-tiān huat-tiān-tshiúnn
日頭光電發電廠,li̍t-thâu-kng-tiān huat-tiān-tshiúnn
日頭懸度角,ji̍t-thâu kuân-tōo-kak
日頭懸度角,li̍t-thâu kuân-tōo-kak
太陽電池,thài-iông tiān-tî
日頭觀測器,ji̍t-thâu kuan-tshik-khì
日頭觀測器,li̍t-thâu kuan-tshik-khì
固定點,kòo-tīng-tiám
方向性,hong-hiòng-sìng
方解石,hong-kái-tsio̍h
日晷,ji̍t-kuí
日晷,li̍t-kuí
月形,ge̍h-hîng
月形,gue̍h-hîng
月相,ge̍h-siòng
月相,gue̍h-siòng
月球,ge̍h-kiû
月球,gue̍h-kiû
木本莖,bo̍k-pún-king
毛細現象,môo-sè-hiàn-siōng
水力傳播,tsuí-li̍k thuân-pò
水力傳播,tsuí-li̍k thuân-pòo
水分,tsuí-hun
水生生物,tsuí-sing sing-bu̍t
水生動物,tsuí-sing tōng-bu̍t
水生植物,tsuí-sing si̍t-bu̍t
水汙染,tsuí-u-jiám
水汙染,tsuí-u-liám
水流,tsuí-liû
水域環境,tsuí-hi̍k khuân-kíng
水循環,tsuí-sûn-khuân
水塔,tsuí-thah
水煙,tsuí-ian
水銀電池,tsuí-gîn tiān-tî
火力發電,hué-li̍k huat-tiān
火力發電,hé-li̍k huat-tiān
火成岩,hué-sîng-giâm
火成岩,hué-sîng-gâm
火成岩,hé-sîng-giâm
火成岩,hé-sîng-gâm
牛郎星,Gû-nn̂g-tshenn
仙女座,Sian-lí-tsō
仙女座,Sian-lú-tsō
仙后座,Sian-hiō-tsō
仙后座,Sian-hōo-tsō
冬季大三角,tang-kuì tuā sann-kak
噗岸,phok-huānn
積塗岸,tsik-thôo-huānn
凹岸,nah-huānn
蝕塗岸,si̍h-thôo-huānn
北斗七星,Pak-táu-tshit-tshenn
北斗七星,Pak-táu-tshit-tshinn
北極星,Pak-ki̍k-tshenn
北極星,Pak-ki̍k-tshinn
北極震盪,pak-ki̍k-tsìn-tōng
可再生資源,khó-tsài-sing tsu-guân
可燃性,khó-jiân-sìng
外來種生物,guā-lâi-tsíng sing-bu̍t
外溫動物,guā-un tōng-bu̍t
平行脈,pîng-hîng-me̍h
平均氣溫,pîng-kin khì-un
平均氣溫,pîng-kun khì-un
幼蟲,iù-thâng
正極,tsiànn-ki̍k
永續經營,íng-sio̍k king-îng
永續環境,íng-sio̍k khuân-kíng
生物多樣性,sing-bu̍t to-iūnn-sìng
成長環境,sîng-tióng khuân-kíng
生質能發電,sing-tsit-lîng huat-tiān
石灰水,tsio̍h-he-tsuí
石灰水,tsio̍h-hue-tsuí
石灰岩,tsio̍h-he-giâm
石灰岩,tsio̍h-he-gâm
石灰岩,tsio̍h-hue-giâm
石灰岩,tsio̍h-hue-gâm
灰石,he-tsio̍h
灰石,hue-tsio̍h
石英,tsio̍h-ing
石墨,tsio̍h-ba̍k
石蕊試紙,tsio̍h-luí tshì-tsuá
試紙,tshì-tsuá
仰角,gióng-kak
仰角觀測器,gióng-kak kuan-tshik-khì
boo-lú-tooh,boo-lú-tooh
光害,kng-hāi
光圈,kng-khuan
冰晶,ping-tsing
合金,ha̍p-kim
同極相斥,tông-ki̍k sio-thik
圭表,kui-pió
地下莖,tuē-hā-king
地下莖,tē-hā-king
地平面,tuē-pîng-bīn
地平面,tē-pîng-bīn
地平線,tuē-pîng-suànn
地平線,tē-pîng-suànn
地形景觀,tuē-hîng kíng-kuan
地形景觀,tē-hîng kíng-kuan
地面天氣圖,tuē-bīn thinn-khì-tôo
地面天氣圖,tē-bīn thinn-khì-tôo
地球引力,tuē-kiû ín-li̍k
地球引力,tē-kiû ín-li̍k
地球自轉,tuē-kiû tsū-tsuán
地球自轉,tē-kiû tsū-tsuán
地勢,tuē-sè
地勢,tē-sè
地磁,tuē-tsû
地磁,tē-tsû
地熱發電,tuē-jia̍t huat-tiān
地熱發電,tuē-lia̍t huat-tiān
地熱發電,tē-jia̍t huat-tiān
地熱發電,tē-lia̍t huat-tiān
成蝶,sîng-tia̍p
成蟲,sîng-thâng
pha-sèn-tooh,pha-sèn-tooh
百葉窗,pah-hio̍h-thang
鱟百冊,hāu-peh-tsheh
百葉箱,pah-hio̍h-siunn
羽化,ú-huà
肉食動物,jio̍k-si̍t tōng-bu̍t
肉食動物,lio̍k-si̍t tōng-bu̍t
肌肉,ki-jio̍k
肉仁,bah-jîn
肉仁,bah-lîn
自身彈力傳播,tsū-sin tân-li̍k thuân-pò
自身彈力傳播,tsū-sin tân-li̍k thuân-pòo
自然保育,tsū-jiân pó-io̍k
自然保育,tsū-liân pó-io̍k
自然界,tsū-jiân-kài
自然界,tsū-liân-kài
色光,sik-kng
色散現象,sik-suànn hiān-siōng
低氣壓,kē-khì-ap
低氣壓中心,kē-khì-ap tiong-sim
gu-lá-muh,gu-lá-muh
冷卻,líng-khiok
冷鋒,líng-hong
助燃,tsōo-jiân
助燃,tsōo-liân
助燃物,tsōo-jiân-bu̍t
助燃物,tsōo-liân-bu̍t
卵生,luán-sing
卵生動物,luán-sing tōng-bu̍t
完全溶解,uân-tsuân iûnn-kái
完全溶去,uân-tsuân iûnn--khì
完全變態,uân-tsuân piàn-thài
魚尾叉,hî-bué-tshe
魚尾叉,hî-bé-tshe
魚尾叉,hû-bué-tshe
魚尾叉,hû-bé-tshe
抗力,khòng-li̍k
抗力臂,khòng-li̍k-pì
抗力點,khòng-li̍k-tiám
拗射,áu-siā
揣對象,tshuē tuì-siōng
揣對象,tshē tuì-siōng
求偶行為,kiû-ngóo hîng-uî
求偶,kiû-ngóo
汽艇,khì-thíng
沉水性,tîm-tsuí-sìng
沉積岩,tîm-tsik-giâm
沉積岩,tîm-tsik-gâm
浮洲,Phû-tsiu-á
浮洲,phû-tsiu
浮嶼,phû-sū
漏壺,lāu-ôo
漏壺計時器,lāu-ôo kè-sî-khì
育幼,io̍k-iù
豆腐岩,tāu-hū-giâm
豆腐岩,tāu-hū-gâm
趖莖,sô-king
防腐,hông-hú
防鉎,hông-senn
防鉎,hông-sian
並聯,pīng-liân
奶酸菌,ling-sng-khún
奶酸菌,ni-sng-khún
兩生類,lióng-senn-luī
兩生類,lióng-sing-luī
兩生類,lióng-sinn-luī
刻度,khik-tōo
受力,siū-li̍k
受熱,siū-jia̍t
受熱,siū-lia̍t
固態,kòo-thài
固體,kòo-thé
坡度,pho-tōo
崎度,kiā-tōo
菌種,khún-tsíng
孢子,pau-tsú
孢子囊,pau-tsú-lông
孢子囊群,pau-tsú-lông-kûn
定滑輪,tīng-ku̍t-lûn
昆蟲,khun-thiông
果實,kué-si̍t
果實類,kó-si̍t-luī
港喙,káng-tshuì
河口湳仔地,hô-kháu làm-á-tuē
河口湳仔地,hô-kháu làm-á-tē
河道,hô-tō
針筒,tsiam-tâng
射筒,siā-tâng
注射筒,tsù-siā-tâng
直射,ti̍t-siā
直照,ti̍t-tsiò
社會行為,siā-huē hîng-uî
社會性蟲豸,siā-huē-sìng thâng-thuā
社會性昆蟲,siā-huē-sìng khun-thiông
空氣汙染,khong-khì u-jiám
空氣汙染,khong-khì u-liám
空氣品質指標值,khong-khì phín-tsit tsí-phiau-ta̍t
空氣品質指標值,khong-khì phín-tsit tsí-phiau-ti̍t
空氣品質指標值,khong-khì phín-tsit tsí-piau-ta̍t
空氣品質指標值,khong-khì phín-tsit tsí-piau-ti̍t
空氣柱,khong-khì-thiāu
空氣流動,khong-khì liû-tōng
空氣發射器,khong-khì huat-siā-khì
花柱,hue-tsū
花崗石,hua-kang-tsio̍h
花崗石,hua-kong-tsio̍h
花絲,hue-si
花菜類,hue-tshài-luī
花萼,hue-go̍k
花葉,hue-hio̍h
花藥,hue-io̍h
金屬片,kim-sio̍k-phìnn
長石,tn̂g-tsio̍h
雨量器,hōo-liōng-khì
青黴素,tshenn-bî-sòo
青黴素,tshinn-bî-sòo
phe-ní-sí-lín,phe-ní-sí-lín
青黴菌,tshenn-bî-khún
青黴菌,tshinn-bî-khún
非接觸力,hui-tsiap-tshiok-li̍k
光度,kng-tōo
光星,kng-tshenn
光星,kng-tshinn
侵蝕,tshim-si̍k
保育類生物,pó-io̍k-luī sing-bu̍t
保溫,pó-un
前蛹,tsiân-ióng
南河三,Lâm-hô sann
恆星,hîng-sing
恆星,hîng-tshenn
恆星,hîng-tshinn
恆溫動物,hîng-un tōng-bu̍t
指北針,tsí-pak-tsiam
指示劑,tsí-sī-tse
施力,si-li̍k
施力臂,si-li̍k-pì
施力點,si-li̍k-tiám
星空,sing-khong
星座盤,sing-tsō-puânn
星等,sing-tíng
春季大三角,tshun-kuì tuā sann-kak
柱仔頭,thiāu-á-thâu
活栓,ua̍h-sng
活塞,ua̍h-that
玻片夾,po-phìnn-ngeh
玻片樣本,po-phìnn iūnn-pún
相斥,sio-thik
相吸,sio-khip
眉形月,bî-hîng-ge̍h
眉形月,bî-hîng-gue̍h
砂糖,sua-thn̂g
秋季四邊形,tshiu-kuì sù-pian-hîng
科學家,kho-ha̍k-ka
紅色石蕊試紙,âng-sik tsio̍h-luí-tshì-tsuá
背鰭,puē-kî
胎生,thai-sing
胎生動物,thai-sing tōng-bu̍t
胎盤,thai-puânn
胚胎,phe-thai
胚胎,phue-thai
胚珠,phe-tsu
胚珠,phue-tsu
若蟲,jio̍k-thiông
若蟲,jio̍k-thâng
虹吸現象,hông-khip hiān-siōng
計時,kè-sî
負極,hū-ki̍k
重力,tiōng-li̍k
音叉,im-tshe
音懸,im-kuân
風力計,hong-li̍k-kè
風力傳播,hong-li̍k thuân-pò
風力傳播,hong-li̍k thuân-pòo
風化,hong-huà
風化作用,hong-huà tsok-iōng
食品添加物,si̍t-phín thiam-ka-bu̍t
食奶動物,tsia̍h-ling-tōng-bu̍t
食奶動物,tsia̍h-ni-tōng-bu̍t
飼奶動物,tshī-ling-tōng-bu̍t
飼奶動物,tshī-ni-tōng-bu̍t
哺乳動物,pōo-jú-tōng-bu̍t
哺乳類,pōo-jú-luī
夏季大三角,hā-kuì tuā sann-kak
容器,iông-khì
挺水性,thíng-tsuí-sìng
核能發電,hi̍k-lîng huat-tiān
核能發電,hu̍t-lîng huat-tiān
根莖類,kin-king-luī
根莖類,kun-king-luī
氣空,khì-khang
氣門,khì-mn̂g
氣室,khì-sik
氣象報告,khì-siōng pò-kò
氣象預報,khì-siōng ī-pò
氣象預報,khì-siōng ū-pò
氣象衛星,khì-siōng uē-tshenn
氣象衛星,khì-siōng uī-tshinn
氣溫計,khì-un-kè
氣團,khì-thuân
氣態,khì-thài
sàng-sòo,sàng-sòo
浮力,phû-li̍k
浮葉性,phû-hio̍h-sìng
海洋能發電,hái-iûnn-lîng huat-tiān
海蝕平台,hái-si̍h pênn-tâi
海蝕平台,hái-si̍h pînn-tâi
海蝕洞,hái-si̍h-tōng
海蝕崁,hái-si̍h-khàm
特有種,ti̍k-iú-tsióng
特有種,ti̍k-iú-tsíng
胸部,hing-pōo
魚擛,hî-ia̍t
草本莖,tsháu-pún-king
草食動物,tsháu-si̍t tōng-bu̍t
酒精燈,tsiú-tsing-ting
懸度角,kuân-tōo-kak
高氣壓,ko-khì-ap
高氣壓中心,ko-khì-ap tiong-sim
焦電池,ta-tiān-tî
偏轉,phian-tsuán
側芽,tshik-gê
動力來源,tōng-li̍k lâi-guân
動物傳播,tōng-bu̍t thuân-pò
動物傳播,tōng-bu̍t thuân-pòo
動滑輪,tōng-ku̍t-lûn
參考體,tsham-khó-thé
參宿七,sim-siù tshit
參宿七,tsham-siù tshit
參宿四,sim-siù sì
參宿四,tsham-siù sì
強力電磁鐵,kiông-li̍k tiān-tsû-thih
強力吸鐵,kiông-li̍k khip-thih
強力吸鐵,kiông-li̍k khi̍p-thih
強力吸石,kiông-li̍k khip-tsio̍h
強力吸石,kiông-li̍k khi̍p-tsio̍h
弄花,lāng-hue
接目鏡,tsiap-bo̍k-kiànn
接物鏡,tsiap-bu̍t-kiànn
接觸力,tsiap-tshiok-li̍k
接觸面,tsiap-tshiok-bīn
控制變因,khòng-tsè piàn-im
轉踅盤,tńg-se̍h-puânn
黃酸雨季節,n̂g-sng-hōo kuì-tseh
黃酸雨季節,n̂g-sng-hōo kuì-tsueh
芒種雨季節,bông-tsíng-hōo kuì-tseh
芒種雨季節,bông-tsíng-hōo kuì-tsueh
梅雨,muî-ú
梅雨季節,muî-ú kuì-tseh
梅雨季節,muî-ú kuì-tsueh
mí-lih,mí-lih
液態,i̍k-thài
湠卵,thuànn-nn̄g
畢宿五,Pit-siù gōo
異極相吸,ī-ki̍k sio-khip
粗調節輪,tshoo-tiâu-tsiat-lûn
幼調節輪,iù-tiâu-tsiat-lûn
懸浮微粒,hiân-hû-bî-lia̍p
懸浮,hiân-hû
微粒,bî-lia̍p
細懸浮微粒,suè hiân-hû-bî-lia̍p
細懸浮微粒,sè hiân-hû-bî-lia̍p
習性,si̍p-sìng
莫氏𠕇度,Mo̍h--sī tīng-tōo
規律性,kui-lu̍t-sìng
揣食,tshuē-tsia̍h
叨食,lo-tsia̍h
覓食,bā-tsia̍h
通電,thong-tiān
通電線圈,thong-tiān suànn-khuan
連通管,liân-thong-kóng
連通管原理,liân-thong-kuán guân-lí
連通管現象,liân-thong-kóng hiān-siōng
頂芽,tíng-gê
單極mòo-tah,tuann-ki̍k mòo-tah
單擺,tan-pái
單擺,tuann-pái
單擺計時器,tan-pái kè-sî-khì
單擺計時器,tuann-pái kè-sî-khì
單擺原理,tan-pái guân-lí
單擺原理,tuann-pái guân-lí
散熱,sàn-jia̍t
散熱,sàn-lia̍t
氮氣,tām-khì
無扇葉電風,bû sìnn-hio̍h tiān-hong
發光二極體,huat-kng jī-ki̍k-thé
發光二極體,huat-kng lī-ki̍k-thé
發電量,huat-tiān-liōng
發電機,huat-tiān-ki
起酵,khí-kànn
硬度,ngē-tōo
硬度,ngī-tōo
𠕇度,tīng-tōo
等壓線,tíng-ap-suànn
高麗菜汁,ko-lê-tshài-tsiap
紫色高麗菜汁指示劑,tsí-sik ko-lê-tshài-tsiap tsí-sī-tse
絕緣體,tsua̍t-iân-thé
菌絲,khún-si
視星等,sī-tshenn-tíng
視星等,sī-tshinn-tíng
距離,kī-lî
距離,kū-lî
軸心,ti̍k-sim
心仔,sim-á
軸半徑,ti̍k-puànn-kìng
軸根,ti̍k-kin
軸根,ti̍k-kun
量筒,niû-tâng
閏年,jūn-nî
閏年,lūn-nî
大朝年,tuā-tiâu-nî
日頭光,ji̍t-thâu-kng
日頭光,li̍t-thâu-kng
公花,kang-hue
花鬚,hue-tshiu
雲量,hûn-liōng
雲層,hûn-tsân
烏雲母,oo-hûn-bó
烏雲母,oo-hûn-bú
烏黴菌,oo-ba̋i-khín
傳粉,thuân-hún
傳導,thuân-tō
傳導現象,thuân-tō hiān-siōng
微生物,bî-sing-bu̍t
微生菌,bî-sing-khún
暖氣團,luán-khì-thuân
暖鋒,luán-hong
極地,ki̍k-tuē
極地,ki̍k-tē
溶液,iông-i̍k
溶去,iûnn--khì
溶去,iûnn--khù
溶去,iûnn-khì
溶解現象,iông-kái hiān-siōng
溶解量,iông-kái-liōng
溶質,iông-tsit
溶劑,iông-tsè
滑石,ku̍t-tsio̍h
車轆,tshia-lak
滑車,ku̍t-tshia
撚錢,lián-tsînn
獅仔座,Sai-á-tsō
腹足,hok-tsiok
腹面,bak-bīn
腹面,pak-bīn
魚腹翼,hî-pak-si̍t
魚腹翼,hû-pak-si̍t
落地生根,lo̍h-tuē-sing-kin
落地生根,lo̍h-tuē-sing-kun
落地生根,lo̍h-tē-sing-kin
落地生根,lo̍h-tē-sing-kun
生刀草,tshenn-to-tsháu
生刀草,tshinn-to-tsháu
倒吊蓮,tò-tiàu-liân
葉身,hio̍h-sin
葉序,hio̍h-sī
葉序,hio̍h-sū
葉仔形,hio̍h-á-hîng
葉仔柄,hio̍h-á-pènn
葉仔柄,hio̍h-á-pìnn
葉面,hio̍h-bīn
葉菜類,hio̍h-tshài-luī
葉仔邊,hio̍h-á-pinn
蛹,ióng
資源開發,tsu-guân khai-huat
載物臺,tsài-bu̍t-tâi
過境鳥,kuè-kíng-tsiáu
過境鳥,kè-kíng-tsiáu
電池觳仔,tiān-tî khok-á
電池篋仔,tiān-tî kheh-á
電池盒仔,tiān-tî a̍p-á
電量,tiān-liōng
電磁作用,tiān-tsû tsok-iōng
電磁波,tiān-tsû-pho
電吸石,tiān-khip-tsio̍h
電吸石,tiān-khi̍p-tsio̍h
電吸鐵,tiān-khip-thih
電吸鐵,tiān-khi̍p-thih
電鍍,tiān-tōo
電金,tiān-kim
孵出來,pū--tshut-lâi
實驗室,si̍t-giām-sik
實驗組,si̍t-giām-tsoo
對生,tuì-sing
對流,tuì-liû
對照組,tuì-tsiàu-tsoo
槓桿,kòng-kán
槓桿,kǹg-kuáinn
槓桿原理,kòng-kán guân-lí
槓桿原理,kǹg-kuáinn guân-lí
滯留鋒,tē-liû-hong
滴管,tih-kńg
漂浮性,phiau-hû-sìng
漂浮性,phiau-phû-sìng
紅銅線,âng-tâng-suànn
飽流,pá-lâu
碳鋅電池,thuànn-sin tiān-tî
磁力,tsû-li̍k
磁力強弱,tsû-li̍k kiông-jio̍k
磁力強弱,tsû-li̍k kiông-lio̍k
磁力現象,tsû-li̍k hiān-siōng
磁性,tsû-sìng
磁浮列車,tsû-hû lia̍t-tshia
磁場,tsû-tiûnn
磁極,tsû-ki̍k
吸石條,khip-tsio̍h-tiâu
吸石條,khi̍p-tsio̍h-tiâu
吸鐵條,khip-thih-tiâu
吸鐵條,khi̍p-thih-tiâu
種小名,tsìng-siáu-miâ
綠色建築,li̍k-sik kiàn-tio̍k
綠色能源,li̍k-sik lîng-guân
bî-tá-bín,bî-tá-bín
網狀脈,bāng-tsōng-me̍h
網狀葉脈,bāng-tsōng hio̍h-me̍h
臭去,tshàu--khì
漚去,àu--khì
蒸氣,tsing-khì
蒸散作用,tsing-suànn tsok-iōng
蒸散作用,tsing-sàn tsok-iōng
蒸散現象,tsing-suànn hiàn-siōng
蒸散現象,tsing-sàn hiàn-siōng
蝕水,si̍h-tsuí
蒸發,tsing-huat
大水雨,tuā-tsuí-hōo
酵母菌,kànn-bó-khún
酵母菌,kànn-bú-khún
酸性,sng-sìng
酸性水溶液,sng-sìng tsuí-iông-i̍k
酸性溶液,sng-sìng iông-i̍k
酸雨,sng-hōo
酸鹼中和,sng-kinn tiong-hô
酸鹼性,sng-kinn-sìng
母花,bó-hue
花心,hue-sim
風颱眼,hong-thai-gán
彈性限度,tân-sìng hān-tōo
彈性疲乏,tuânn-sìng phî-hua̍t
彈性疲乏,tân-sìng phî-hua̍t
弓仔秤,king-á-tshìn
摩擦力,môo-tshat-li̍k
數位觀星,sòo-uī kuan-tshenn
數位觀星,sòo-uī kuan-tshinn
坐清石灰水,tsē-tshing tsio̍h-he-tsuí
坐清石灰水,tsē-tshing tsio̍h-hue-tsuí
坐底石灰水,tshē-tué tsio̍h-he-tsuí
坐底石灰水,tshē-tué tsio̍h-hue-tsuí
坐底石灰水,tshē-té tsio̍h-he-tsuí
坐底石灰水,tshē-té tsio̍h-hue-tsuí
坐底石灰水,tsē-tué tsio̍h-he-tsuí
坐底石灰水,tsē-tué tsio̍h-hue-tsuí
坐底石灰水,tsē-té tsio̍h-he-tsuí
坐底石灰水,tsē-té tsio̍h-hue-tsuí
熱帶性低氣壓,jia̍t-tài-sìng kē-khì-ap
熱帶性低氣壓,lia̍t-tài-sìng kē-khì-ap
熱帶雨林,jia̍t-tài ú-lîm
熱帶雨林,lia̍t-tài ú-lîm
熱脹冷縮,jia̍t tiòng líng sok
熱脹冷縮,lia̍t tiòng líng siok
熱傳導,jia̍t-thuân-tō
熱傳導,lia̍t-thuân-tō
熱對流,jia̍t-tuì-liû
熱對流,lia̍t-tuì-liû
線蜷,suànn-khûn
蓮葉效應,liân-hio̍h hāu-ìng
衛星雲圖,uē-tshenn-hûn-tôo
衛星雲圖,uē-tshinn-hûn-tôo
衛星雲圖,uī-tshenn-hûn-tôo
衛星雲圖,uī-tshinn-hûn-tôo
複式顯微鏡,ho̍k-sik hián-bî-kiànn
調節輪,tiâu-tsiat-lûn
輪半徑,lián-puànn-kìng
輪生,lûn-sing
鋒面,hong-bīn
鋰電池,lí-tiān-tî
鋰離子電池,lí-lî-tsú tiān-tî
震央,tsìn-iang
震央,tsìn-iong
震度,tsìn-tōo
震源,tsìn-guân
營養分,îng-ióng-hun
齒輪,khí-lûn
齒仔,khí-á
車齒組,tshia-khí-tsoo
狗齒組,káu-khí-tsoo
齒仔組,khí-á-tsoo
堅冰,kian-ping
引電,ín-tiān
過電,kuè-tiān
過電,kè-tiān
傳電性,tshuân-tiān-sìng
導線,tō-suànn
操縱變因,tshau-tsiòng piàn-in
燃素說,jiân-sòo-suat
燃素說,liân-sòo-suat
燃點,jiân-tiám
燃點,liân-tiám
燈絲,ting-si
燒杯,sio-pue
蕨類植物,keh-luī si̍t-bu̍t
蕨類植物,kueh-luī si̍t-bu̍t
三角形矸仔,sann-kak-hîng kan-á
頭部,thâu-pōo
絞螺仔風,ká-lê-á-hong
絞螺仔風,ká-lê-á-hong
應變變因,ìng-piàn piàn-in
濫糝開墾,lām-sám khai-khún
營養繁殖,îng-ióng huân-si̍t
尪仔仁,ang-á-jîn
尪仔仁,ang-á-lîn
繁衍,huân-ián
聲音三要素,siann-im sam-iàu-sòo
聲音三要素,siann-im sann-iàu-sòo
臀鰭,tûn-kî
尾鰭,bué-kî
尾鰭,bé-kî
點著,tiám-to̍h
密密生,ba̍t-ba̍t-senn
密密生,ba̍t-ba̍t-sinn
擺長,pái-tn̂g
擺動,pái-tōng
幌振動,hàinn-tín-tāng
鐘擺,tsing-pái
hi̍t-á,hi̍t-á
搖擺鐘仔,iô-pái tsing-á
獵戶座,La̍h-hōo-tsō
簡單機械,kán-tan ki-hāi
簡單機械,kán-tan ki-kài
織女星,Tsit-lí-tshenn
織女星,Tsit-lú-tshenn
藍色石蕊試紙,nâ-sik tsio̍h-luí-tshì-tsuá
身軀身,sing-khu-sin
鎳氫電池,gia̍t-khing tiān-tî
滾藥水,kún-io̍h-tsuí
雜食動物,tsa̍p-si̍t tōng-bu̍t
歹菌,pháinn-khún
跤扒,kha-pê
鏡座,kiànn-tsō
鏡臂,kiànn-pì
觸角,tshio̍k-kak
電著,tiān--tio̍h
觸覺,tshiok-kak
屬名,sio̍k-miâ
蠟質,la̍h-tsit
鐵生鉎,thih senn-sian
鐵生鉎,thih sinn-sian
鐵製品,thih-tsè-phín
鰭,kî
鬚根,tshiu-kin
鬚根,tshiu-kun
變溫動物,piàn-un tōng-bu̍t
變質岩,piàn-tsit-giâm
變質岩,piàn-tsit-gâm
鹼性水溶液,kinn-sìng tsuí-iông-i̍k
鹼性電池,kinn-sìng tiān-tî
觀星,kuan tshenn
觀星,kuan tshinn
觀測天氣,kuan-tshik thinn-khì
小調音階,sió-tiāu im-kai
小調,sió-tiāu
音階,im-kai
大調,tuā-tiāu
大調音階,tuā-tiāu im-kai
二分音符,jī-hun im-hû
二分音符,lī-hun im-hû
人物角色,jîn-bu̍t kak-sik
人物角色,lîn-bu̍t kak-sik
人聲,lâng-siann
八分音符,peh-hun im-hû
八音,pat-im
八音團,pat-im-thuân
三拍,sann-phik
三聲部合唱,sann--siann--pōo ha̍p-tshiùnn
塗條,thôo-tiâu
塗球,thôo-kiû
透大風,thàu-tuā-hong
小吹,sió-tshe
小吹,sió-tshue
小節,sió-tsiat
小喇叭,sió-lá-pah
中板,tiong-pán
中音域,tiong-im-i̍k
五線譜,ngóo-suànn-phóo
五聲音階,gōo-siann im-kai
公共藝術,kong-kiōng gē-su̍t
升記號,sing-kì-hō
重複記號,tiông-ho̍k kì-hō
手工包,tshiú-kang-pau
木管樂器,bo̍k-kuán ga̍k-khì
木雕神像,bo̍k-tiau sîn-siōng
水彩用具,tsuí-tshái-iōng-kū
水彩家族,tsuí-tshái ka-tso̍k
水墨畫,tsuí-ba̍k-uē
半立體,puànn-li̍p-thé
半音,puànn-im
叫聲,kiò-siann
四分休止符,sì-hun hiu-tsí-hû
四分音符,sì-hun im-hû
四个線間,sì ê suànn-kan
本位記號,pún-uī kì-hō
皮戲,phuê-hì
皮戲,phê-hì
交響樂團,kau-hióng-ga̍k-thuân
休止符,hiu-tsí-hû
全音,tsuân-im
共同創作,kiōng-tông tshòng-tsok
冰雕,ping-tiau
合唱交響曲,ha̍p-tshiùnn kau-hióng-khik
合唱交響曲,ha̍p-tshiùnn kau-hióng-khiok
合唱團,ha̍p-tshiùnn-thuânn
蘇州𥰔仔,Soo-tsiu phín-á
曲調,khik-tiāu
竹篙舞,tik-ko-bú
羽調式,ú-tiāu-sik
行板,hîng-pán
行進樂隊,hîng-tsìn ga̍k-tuī
伸展,tshun-tián
低沉,kē-tîm
作曲家,tsok-khik-ka
歕空,pûn-khang
吹奏,tshue-tsàu
快板,khuài-pán
沙雕,sua-tiau
角調式,kak-tiāu-sik
和弦,hô-hiân
和聲,hô-siann
弦樂器,hiân-ga̍k-khì
弧線,hôo-suànn
唸唱,liām-tshiùnn
欣賞曲,him-sióng-khik
油彩,iû-tshái
化妝油,huà-tsong-iû
法國號,Huat-kok-hō
注意力,tsù-ì-li̍k
社交舞,siā-kau-bú
空間感,khong-kan-kám
表演者,piáu-ián-tsiá
表演藝術,piáu-ián gē-su̍t
保育計畫,pó-io̍k kè-uē
保護湳仔地,pó-hōo làm-á-tuē
保護湳仔地,pó-hōo làm-á-tē
客家歌仔,kheh-ka kua-á
室內管樂團,sik-lāi kuán-ga̍k-thuân
室外行進管樂團,sik-guā hîng-tsìn kuán-ga̍k-thuân
律動,lu̍t-tōng
連紲音,liân-suà-im
指法,tsí-huat
指揮家,tsí-hui-ka
音空,im-khang
降低半音,kàng-kē puàn-im
降記號,kàng-kì-hō
面具,bīn-kū
音色真厚,im-sik tsin kāu
音程,im-tîng
音感,im-kám
音樂世家,im-ga̍k sè-ka
音樂會,im-ga̍k-huē
宮廷舞,kiong-tîng-bú
宮調式,kiong-tiāu-sik
捏成,lia̍p-sîng
粉蠟筆,hún-la̍h-pit
紙片,tsuá-phìnn
紙片拼貼,tsuá-phìnn phing-tah
紙黏塗,tsuá-liâm-thôo
級進,kip-tsìn
記性考驗,kì-sìng khó-giām
記持考驗,kì-tî khó-giām
懸閣強,kuân koh kiông
高音域,ko-im-i̍k
高音譜記號,ko-im-phóo kì-hō
停留記號,thîng-liû kì-hō
剪紙,tsián-tsuá
動態感,tōng-thài-kám
商調式,siong-tiāu-sik
國際管樂節,Kok-tsè Kuán-ga̍k-tseh
國際管樂節,Kok-tsè Kuán-ga̍k-tsueh
